DATA_COMPRA,COD_CLIENTE,COD_PRODUTO,NOME_PRODUTO
20191025,9OGRSL01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191025,48743701,25981,SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  
20191025,99F5ZA01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191025,55752401,26004,SMARTPHONE SAMSUNG GAL A20  A205 32GB AZUL   
20191025,97309101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191025,99L3V401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191025,9OATPQ01,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20191025,75087701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191025,22243701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191025,99EP4901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191025,99A72001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191025,999H3301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191025,84867601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191025,99KB7901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191025,03342801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191025,9O0DOI01,25173,SMARTPHONE LG K9 TV LM-X210BMW INDIGO        
20191024,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191024,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191024,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191024,9OQ7Y201,24525,BOX LINE OCM 3915 ONEAL                      
20191024,99FLS501,25354,"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        "
20191023,55317101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191023,9OQ7Y201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191023,99EIP501,25173,SMARTPHONE LG K9 TV LM-X210BMW INDIGO        
20191023,99EIP501,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20191023,53664301,21821,PEN DRIVE NANO 16GB PD054 PRETO              
20191023,99KKM901,19525,RADIO RECEPTOR 2 FXS RM PFT22AC              
20191023,99KKM901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191023,99KKM901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191023,34300001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191023,999BIK01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191023,9OR8XJ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191023,99DVWF01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191023,99DLZE01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191023,99POS701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191022,99PKWE01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191022,23924801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191022,98328101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191022,98181101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191022,13320301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191022,92221101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191021,99AY4F01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191021,99MYLF01,25974,PEN DRIVE SONY MINI METALICO USM32MX 32GB    
20191021,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191021,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191021,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191021,18434701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191021,98009301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191021,77973701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191021,77973701,25577,SMARTPHONE SAMSUNG GALAXY J4 PLUS 32GB PRETO 
20191021,99IBU501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191021,56124701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191021,9OR85701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191021,9OP2W301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191019,9O3MGK01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191019,9O3MGK01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191019,9O3MGK01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191019,99MWU801,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20191019,99ELCU01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191019,24587901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191019,99GYP501,23807,KIT AUTOMOTIVO AU 953 MP3+4 ALTO FALANTES    
20191019,99GYP501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191019,60684501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191019,55752401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191019,9OM4GO01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191018,99GYVT01,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20191018,00726001,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20191018,00726001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191018,95955001,25367,TABLET NB729 MINI MS40G BRANCO               
20191018,99EP4901,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191018,80674901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191018,99JQXF01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191018,68770001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191017,71819301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191017,99JFW901,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191017,96344901,24716,RECEPTOR MIDIA BOX HDTV B3                   
20191017,9O2J8K01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191017,77809001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191016,66919501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191016,9OC7AK01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191016,13716701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191016,98262301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191016,98262301,25240,PEN DRIVE MC161 2X1 LEITOR USB SD 8G         
20191016,99ABAA01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191016,9OR62Z01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191016,9O8HRS01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191016,18029301,26008,SMARTPHONE SAMSUNG GAL A30  A305 64GB BRANCO 
20191015,51222301,19526,RADIO RECEPTOR 2 FXS RM PF25 PT              
20191015,51222301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191015,36197601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191015,08461401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20191015,08461401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191015,9OHXJU01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191015,9OGG9801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191015,99MA8W01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191014,9OGMCK01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191014,16548501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191014,16548501,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191014,999CB301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191014,10431201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191014,10431201,19634,RADIO NBX-06 CONECT STAR MONDIAL             
20191014,12104501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191012,56661201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191012,9OOD3C01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191012,99FY8S01,25211,TABLET NB276 M7S 3G PLUS 8GB DOURADO         
20191012,99EIP501,25173,SMARTPHONE LG K9 TV LM-X210BMW INDIGO        
20191012,99JMTW01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191011,06722101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191011,9OD2UD01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191011,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191011,9O42GA01,26330,CAIXA BLUETOOTH BS16B 16W SEMP TCL           
20191011,71269701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191011,71269701,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191010,99M1BR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191010,84616501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191010,04816401,25934,TABLET NB306 M7 3G PLUS QUAD CORE DOURADA    
20191010,42262901,24278,MEGA DRIVE 22 JOGOS TECTOY                   
20191010,42262901,21855,CELULAR BLU JENNY 2.8 T276 DB PRETO-VERMEL   
20191010,64196801,25995,"TELEVISOR 24"" S1300 L1850 HD LED SEMP TCL    "
20191010,93215001,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20191009,9OD2Q401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191009,999C8U01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191009,16630501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191009,16630501,26181,RADIO PORTATIL MULTIBANDA TR849              
20191009,9OKILJ01,24278,MEGA DRIVE 22 JOGOS TECTOY                   
20191008,03373801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191007,999H3301,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20191007,02258701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191007,21108301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191007,21625301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191007,9O1BJS01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191007,9O0WGT01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191007,9OR1CE01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191007,03342201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191006,19911001,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20191006,19911001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191006,19911001,25717,"TELEVISOR SMART 50"" 50UK6520 UHD 4K LG       "
20191005,44173701,25238,TABLET NB711 MS60 DOURADO/BRANCO MULTILASER  
20191005,99LH1H01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191005,50006201,25670,AUTO RADIO MVH-S218BT PIONNER                
20191004,99B26X01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191004,9OQZKY01,25239,TABLET NB710 MS60 PRETO/PRATA MULTILASER     
20191004,05561301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191004,9O5IIM01,20966,PEN DRIVE 32GB PD589 TWIST PRETO             
20191003,24270101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191003,9OLK7D01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191003,09144601,19634,RADIO NBX-06 CONECT STAR MONDIAL             
20191003,09144601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191003,99AIIR01,26243,SUPORTE UNIV. BEDIN BU-25                    
20191003,19510401,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20191002,64941701,19525,RADIO RECEPTOR 2 FXS RM PFT22AC              
20191002,85088901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191002,11381501,25577,SMARTPHONE SAMSUNG GALAXY J4 PLUS 32GB PRETO 
20191002,99C06P01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191002,9OQYOD01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191002,9O0J3501,24632,CAIXA AMPLIFICADA CM-07 MONDIAL              
20191001,99EHR001,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20191001,11706101,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191001,99C9RU01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191001,99O8N101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191001,99CITD01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191001,26848501,21823,PEN DRIVE SONY R 8GB USMRGR                  
20191001,88663601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190930,57522101,15558,PEN DRIVE 8GB PD687 TWIST ROSA               
20190930,57522101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190930,57522101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190930,9OKAFN01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190930,02989201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190930,99BVWE01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190930,52769401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190930,80685801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190928,99MJOD01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190928,20184301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190928,9OB8ZR01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20190928,9OJZ9M01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190928,99HNTM01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190928,9OMRKT01,25355,"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        "
20190928,9OMRKT01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20190927,9OQVXJ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190927,69975501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190927,27906301,25354,"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        "
20190926,9NZZHM01,15558,PEN DRIVE 8GB PD687 TWIST ROSA               
20190926,96711001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190926,9OQUXX01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190926,9OQUXX01,21647,DVD D-15 KARAOKE MONDIAL                     
20190926,78847501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20190926,99HN9J01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190926,99HN9J01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20190924,9O0LM401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20190924,9O0LM401,25546,"TELEVISOR SMART 32"" TC32FS600B PANASONIC     "
20190924,78465601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190923,99EBBH01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20190923,99MYLF01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190922,24100601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190921,9O2ZX501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190921,9OQSMF01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190921,51976301,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20190921,65431601,26222,CELULAR INFINITY W201 PRETO                  
20190921,69909201,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20190920,99CL9Y01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190920,99PXGH01,25728,SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    
20190919,52547701,25904,"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG"
20190919,99DRLX01,24555,"TELEVISOR SMART 32"" PH32E20DSGWA PHILCO      "
20190918,99KIKG01,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20190918,65067501,26243,SUPORTE UNIV. BEDIN BU-25                    
20190917,9NZZHM01,25982,SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   
20190917,99J23G01,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20190916,91354601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190916,9OQPUT01,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20190916,9OQPUT01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190915,19488201,26007,SMARTPHONE SAMSUNG GAL A30 A305 64GB AZUL    
20190913,99DPHO01,25581,SMARTPHONE SAMSUNG GAL J6 PLUS 32GB VERMELHO 
20190913,99IE1A01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20190912,90483901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190912,9OQNS001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190912,9OQNS001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190911,99CACC01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190911,9NYY9201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190911,9OM72G01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190911,99E35501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190911,99BKT101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190911,9OJTQR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190911,45780501,25355,"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        "
20190910,52172201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190910,99EHR001,26005,SMARTPHONE SAMSUNG GAL A20  A205 32GB VERM   
20190909,55752401,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20190909,72695001,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20190909,72695001,21823,PEN DRIVE SONY R 8GB USMRGR                  
20190909,9OIFJ601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190909,57522101,25246,PEN DRIVE PD590 64GB TWIST PRETO             
20190908,9O1JR101,22506,ROTEADOR RE057 150MBPS 1 ANT.4PTS.LAN        
20190906,9O42GA01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190906,45964001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190906,69598001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190906,69598001,26181,RADIO PORTATIL MULTIBANDA TR849              
20190905,99BRXQ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190905,99MWU801,15558,PEN DRIVE 8GB PD687 TWIST ROSA               
20190905,99MWU801,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20190905,99MWU801,21823,PEN DRIVE SONY R 8GB USMRGR                  
20190905,99C1F101,26008,SMARTPHONE SAMSUNG GAL A30  A305 64GB BRANCO 
20190905,19510401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190905,45759101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190904,42937001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190904,64689301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190904,33517801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190904,33517801,21647,DVD D-15 KARAOKE MONDIAL                     
20190904,33647501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190903,18029301,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20190903,15579301,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20190903,92040001,25981,SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  
20190902,9O4MG601,22086,PEN DRIVE SONY R 16GB USMRGR                 
20190902,93917601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190902,92040001,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20190902,49403101,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20190902,26848501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190902,37807101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190902,9OHI2J01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20190902,44697901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190902,44697901,26222,CELULAR INFINITY W201 PRETO                  
20190901,9OQI9401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190831,9O9K5801,24911,"TELEVISOR SMART 43"" S3900FS SEMP TCL         "
20190831,9O9K5801,22506,ROTEADOR RE057 150MBPS 1 ANT.4PTS.LAN        
20190831,34452301,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20190831,9OAX6D01,21647,DVD D-15 KARAOKE MONDIAL                     
20190831,9OAX6D01,21821,PEN DRIVE NANO 16GB PD054 PRETO              
20190831,99CQK301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190831,52142601,24716,RECEPTOR MIDIA BOX HDTV B3                   
20190831,9OQI1601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190831,71874701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190831,71819301,21823,PEN DRIVE SONY R 8GB USMRGR                  
20190830,9OFRWY01,25481,SMARTPHONE LG K9 TV LM-X210BMW DOURADO       
20190830,9O7STL01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190830,99DVWF01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190830,99CL9Y01,25884,CAIXA AMPLIFICADA MCO-07 MULTI CONNECT       
20190830,9OMT6U01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190830,99NBQJ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190830,9OQH3X01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190830,20608101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190830,9O11MI01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190830,9ODSF801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190829,99CDIZ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190829,88240701,21647,DVD D-15 KARAOKE MONDIAL                     
20190829,99HET201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190829,72695001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190829,72695001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190829,9O55O301,23783,RADIO CJ44 ABRALLK LG                        
20190829,9O55O301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190829,49881601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190829,9O4MG601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190828,9NZ41F01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190828,9OADK401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190828,92090601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190828,37541501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190827,99736601,25535,SMARTPHONE SAMSUNG GAL J2 PRIME S/ TV 16GB DR
20190827,48403001,21255,CELULAR BLU TANK II T193 DB PRETO VERMELHO   
20190827,99K9VU01,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20190827,47596801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190827,89049401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190827,56524301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190827,9O2PTD01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190827,9O09GY01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190827,99DPHO01,24524,BOX LINE OCM 3912 ONEAL                      
20190827,99DPHO01,21647,DVD D-15 KARAOKE MONDIAL                     
20190827,99DV5F01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190827,9OFRWY01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190826,99EHR001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190826,99IA5O01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190826,9OKMA801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190826,99GQ2801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190824,9O8Y7N01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190824,9NYF1R01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190824,36576901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190824,9OHI1901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190824,9O0LM401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190824,40549601,25303,"TELEVISOR SMART 32"" TC32FS500B PANASONIC     "
20190824,9OJIL401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190824,99GQ2801,22086,PEN DRIVE SONY R 16GB USMRGR                 
20190824,56508701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190824,52547701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190824,07048201,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20190824,42585101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20190824,07048201,25355,"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        "
