DATA_COMPRA,COD_CLIENTE,COD_PRODUTO,NOME_PRODUTO
20191217,9OJEUF01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191217,9OJEUF01,15558,PEN DRIVE 8GB PD687 TWIST ROSA               
20191217,9O4TC401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191217,37575901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191217,99DLU401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191217,99DLU401,25173,SMARTPHONE LG K9 TV LM-X210BMW INDIGO        
20191217,53664301,21821,PEN DRIVE NANO 16GB PD054 PRETO              
20191217,53664301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191217,9OHS6S01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191217,9OJXMW01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191217,99KEXJ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191217,99KEXJ01,21647,DVD D-15 KARAOKE MONDIAL                     
20191217,99I6HP01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191217,99MWU801,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20191217,34058401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191217,9O98D801,26177,TABLET NB720 MINI MS45 4G PRETO              
20191217,99GZ6801,23376,"TELEVISOR SMART 48"" KDL-48W655D SONY         "
20191217,99GZ6801,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20191216,YYYUTF01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,9O75ZF01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,99988401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,9OMI6R01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,64268101,21823,PEN DRIVE SONY R 8GB USMRGR                  
20191216,28589201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,99MOT801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,9O7EGF01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,99ICP001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,99PSYK01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,89577701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,999CAR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,99FF9I01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,28918101,25975,PEN DRIVE SONY MINI METALICO USM16MX 16GB    
20191216,28918101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,40549601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,9OADZR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,28807501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191216,30071901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191215,YYYK3W01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191215,69284301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191215,80124601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191214,06496501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191214,56591201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191214,9NZJ8E01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191214,61762601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191214,99I87T01,26423,CAIXA AMPLIFICADA CM-09 CONNECT DJ CONTROLLER
20191214,99M4OA01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191214,99M4OA01,20966,PEN DRIVE 32GB PD589 TWIST PRETO             
20191214,999CAR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191214,60307801,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20191214,60307801,15558,PEN DRIVE 8GB PD687 TWIST ROSA               
20191214,51976301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191214,89577701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191214,99KB1O01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191214,9O1NH801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191214,99EU3101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191214,17322801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191213,09907001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191213,11845901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191213,9NYF1R01,21821,PEN DRIVE NANO 16GB PD054 PRETO              
20191213,9O6OSM01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191213,99MWU801,15558,PEN DRIVE 8GB PD687 TWIST ROSA               
20191213,99MWU801,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20191213,49403101,26005,SMARTPHONE SAMSUNG GAL A20  A205 32GB VERM   
20191213,00052701,25252,"TELEVISOR SMART 49"" S4900FS FULL HD SEMP TCL "
20191213,60307801,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20191213,60307801,25240,PEN DRIVE MC161 2X1 LEITOR USB SD 8G         
20191213,9OE4AS01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191213,9O3Z6L01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191213,20184301,26222,CELULAR INFINITY W201 PRETO                  
20191213,9NXZXP01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191212,000QJ401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191212,YYYPRX01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191212,17120801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191212,9O1IFE01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191212,12027801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191212,81004301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191212,60307801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191212,60307801,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20191212,84920901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191212,99MWU801,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20191212,99MWU801,15558,PEN DRIVE 8GB PD687 TWIST ROSA               
20191212,85638101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191212,85638101,15558,PEN DRIVE 8GB PD687 TWIST ROSA               
20191212,9O3HY201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191212,9O3HY201,26423,CAIXA AMPLIFICADA CM-09 CONNECT DJ CONTROLLER
20191212,9O3V4301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191212,47191301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191212,03866701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191211,YYYRSN01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191211,YYYR6501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191211,44160501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191211,44160501,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20191211,94520601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191211,99EOZ601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191211,99HGOO01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191211,51976301,25728,SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    
20191211,99F6UD01,15558,PEN DRIVE 8GB PD687 TWIST ROSA               
20191211,99F6UD01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191211,99DRLX01,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20191211,98262301,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20191211,99EIP501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20191211,54731001,25728,SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    
20191211,54731001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191211,9OAX6D01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191211,04001801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191211,63942701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191211,23303401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191211,00843401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191210,YYYQAZ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191210,YYYQXW01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191210,YYYQPY01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191210,80367901,25366,TABLET NB728 MINI MS40G PRETO                
20191210,80367901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191210,9ODIO301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191210,999K8K01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191210,34077901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191210,64689301,26003,SMARTPHONE SAMSUNG GAL A20  A205 32GB PRETO  
20191210,39081101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191210,99PUXU01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191210,44173701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191210,99JBHP01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191210,10883501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191209,YYYK3W01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191209,YYYPRX01,25242,PEN DRIVE MC163 2X1 LEITOR USB SD 32GB       
20191209,9O5SUM01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191209,86905601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191209,9O066401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191209,09077701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191209,9NYN3001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191209,9NYN3001,26460,CAIXA DE SOM AMPLIF.TROLLEY 8 POL SP329      
20191209,39771101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191209,41969601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191209,41969601,26222,CELULAR INFINITY W201 PRETO                  
20191209,19754301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191209,19754301,20966,PEN DRIVE 32GB PD589 TWIST PRETO             
20191209,19754301,20966,PEN DRIVE 32GB PD589 TWIST PRETO             
20191209,9NZ7QI01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191209,9O0DH001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191209,9OEYHA01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191209,9OAOLO01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191209,9NYLM901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191209,42332101,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20191209,42332101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191208,88669401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191208,9OH70D01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191207,18029301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191207,48743701,25366,TABLET NB728 MINI MS40G PRETO                
20191207,57894101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191207,99M85X01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191207,28831201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191207,9OGL3J01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191207,99FY8S01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191207,06906101,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191207,06906101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191207,99EIP501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20191207,90746201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191207,999MOS01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20191207,999MOS01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191207,43432001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191206,000TSY01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191206,YYYNXR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191206,YYYOC901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191206,9O542U01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191206,29237701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191206,85412501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191206,09080101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191206,9O9XAL01,26243,SUPORTE UNIV. BEDIN BU-25                    
20191206,9OQZKY01,26423,CAIXA AMPLIFICADA CM-09 CONNECT DJ CONTROLLER
20191206,9ODH4M01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191206,99HNE701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191206,99CHX801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191206,99J23G01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191206,00052701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191206,31445301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191206,31445301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191206,99MWU801,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20191206,99AY4F01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191205,99J0BY01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191205,64268101,21823,PEN DRIVE SONY R 8GB USMRGR                  
20191205,64268101,22086,PEN DRIVE SONY R 16GB USMRGR                 
20191205,99L3V401,26243,SUPORTE UNIV. BEDIN BU-25                    
20191205,99I87T01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191205,99GCCX01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191205,9OMO1D01,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20191205,9O09LR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191205,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191205,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191205,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191205,99MWU801,15558,PEN DRIVE 8GB PD687 TWIST ROSA               
20191205,99MWU801,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20191205,9OEGLR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191205,03866701,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20191204,66325201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191204,9OBI2F01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191204,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191204,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191204,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191204,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191204,99F41A01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191204,9O0E1H01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191204,75447401,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191204,9O1B4E01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191204,99CVJ901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191204,99EHSL01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191204,15508401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20191204,01876301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191203,9OA2CP01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191203,41547701,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191203,99J1MY01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191203,99GVOF01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191203,99FMQ301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191203,99KCS201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191203,84598301,25481,SMARTPHONE LG K9 TV LM-X210BMW DOURADO       
20191203,84598301,15558,PEN DRIVE 8GB PD687 TWIST ROSA               
20191203,84598301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191203,99EWNK01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191203,49540201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191203,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191203,99MWU801,15558,PEN DRIVE 8GB PD687 TWIST ROSA               
20191203,99MWU801,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20191203,25955901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191203,92863801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191203,91141201,25981,SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  
20191202,56463401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191202,9OI3BP01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191202,9OI3BP01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191202,56961101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191202,99MD7601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191202,99PXGH01,25730,SMARTPHONE SAMSUNG GAL J4 CORE 16GB AZUL     
20191202,99EF7201,26432,AUTO RADIO AR-06 PRETO                       
20191202,21108301,25661,CELULAR RIU FLIP 2.4 DB BRANCO               
20191202,999H3301,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191202,9NY67S01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191202,99G9P401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191202,52638301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191202,52638301,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20191201,9OE5GR01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191201,9OE5GR01,25173,SMARTPHONE LG K9 TV LM-X210BMW INDIGO        
20191130,YYYK3W01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191130,YYYK3W01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191130,YYYK3W01,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191130,YYYJQQ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191130,40956101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191130,40956101,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20191130,56591201,20966,PEN DRIVE 32GB PD589 TWIST PRETO             
20191130,99988401,25545,"TELEVISOR SMART 40"" TC40FS600B PANASONIC     "
20191130,79694401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191130,61762601,26432,AUTO RADIO AR-06 PRETO                       
20191130,15508401,25904,"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG"
20191130,58869501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191130,9O42GA01,25983,SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH
20191130,9NZ58701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191130,99HMKL01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191130,61240101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191130,24587901,25545,"TELEVISOR SMART 40"" TC40FS600B PANASONIC     "
20191130,98009301,25240,PEN DRIVE MC161 2X1 LEITOR USB SD 8G         
20191130,9O3SSZ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191130,99EIP501,18247,SUPORTE P TV LCD SBRP 111                    
20191130,9OPAJB01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191130,99EIP501,25981,SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  
20191130,89887001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191130,65431601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,99240801,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,11706101,25982,SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   
20191129,99DVOL01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,99GZ7W01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,99NDKO01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,9O05UU01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,9O2VOE01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,9O05WI01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,84927601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,48403001,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,99565601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,56842701,14537,PEN DRIVE 16GB PD588 TWIST PRETO             
20191129,56842701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,56842701,26005,SMARTPHONE SAMSUNG GAL A20  A205 32GB VERM   
20191129,99HMKL01,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20191129,99HDE901,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20191129,9NWKMB01,15558,PEN DRIVE 8GB PD687 TWIST ROSA               
20191129,9O2A9101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,9O77KO01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,9OB3YT01,15558,PEN DRIVE 8GB PD687 TWIST ROSA               
20191129,9OB3YT01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,9OC36M01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,9OA70B01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,99C2FL01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,99465501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,99465501,25545,"TELEVISOR SMART 40"" TC40FS600B PANASONIC     "
20191129,74751301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,99M5J601,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,23053501,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,99JSFM01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,53523301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,11957401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,19488201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,999VW401,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,99KMKI01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191129,YYYGSH01,21821,PEN DRIVE NANO 16GB PD054 PRETO              
20191129,YYYGSH01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191128,YYYAQ901,26243,SUPORTE UNIV. BEDIN BU-25                    
20191128,9O3MV701,25355,"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        "
20191128,98287301,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191128,98965201,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191128,9OFA7P01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191128,9O1JR101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191128,9O4JLJ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191128,99M3AG01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191128,99E7ST01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191128,44373101,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191128,88240701,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191128,99HKEO01,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20191128,99HKEO01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191128,52638301,25585,SMARTPHONE RIU EKO 4.0 DOURADO               
20191128,52638301,25585,SMARTPHONE RIU EKO 4.0 DOURADO               
20191128,64281901,25505,CARREGADOR VEICULAR USB PTO                  
20191128,64281901,25679,SMARTPHONE MOTOROLA MOTO G7 XT1962-4 DB ONIX 
20191128,64281901,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191128,99B07J01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191127,000TSY01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191127,9OE9IQ01,25243,PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   
20191127,9NX9YR01,26460,CAIXA DE SOM AMPLIF.TROLLEY 8 POL SP329      
